Summons Number,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
5128587605,NY,SRF,7/1/23,7,SUBN,SUBAR,V,0,,0,0,0,,,0134P,,BK,,0,1111,D,T,,,,BK,,2023,,0,,,
5127059836,NY,PAS,4/22/23,7,4DSD,AUDI,V,0,,0,0,0,,,0937P,,BK,,0,1111,D,T,,,,GY,,2019,,0,,,
4820033219,NY,PAS,12/30/22,36,SUBN,JEEP,V,0,,0,0,0,,,0202P,,BX,,0,1180,B,T,,,,OR,,2015,,0,,,
8995449846,NY,PAS,7/7/22,38,SUBN,TOYOT,T,20220903,67,67,67,349483,T302,D,1204P,,K,O,0,408,H1,, YYYYYY,0800A,0700P,GY,,1999,310143,0,,,
9067752988,NY,PAS,7/20/23,75,4DSD,HYUND,T,20241207,102,102,102,362630,T402,L,0604A,,Q,O,0,408,J5,,YYYYYYY,,,BL,,2011,,0,,,
9056811599,NY,COM,5/24/23,20,VAN,FORD,T,20230731,24,24,24,373119,T103,EE,1046A,,NY,F,0,408,D,,YYYYYYY,,,WH,,2017,,0,,,
5601903244,NY,PAS,2/17/23,12,SUBN,FORD,V,0,,0,0,0,,,0651P,,QN,,0,1111,C,T,,,,WH,,2010,,0,,,
8954839332,NY,COM,2/22/23,14,DELV,HIN,T,20230228,24,24,24,373771,T103,O,0942A,,NY,F,0,408,C,, YYYYY,0700A,1000A,WH,,2016,,0,,,
9047301924,NY,PAS,4/24/23,38,4DSD,AUDI,T,20241208,61,61,61,367365,T302,P,0124P,,K,F,0,408,H1,, YYYYYY,0800A,0700P,BK,,2019,319199,0,,,
4853514879,NJ,PAS,7/22/23,36,SPOR,TOYOT,V,0,,0,0,0,,,0751A,,BK,,0,1180,B,T,,,,,,2011,,0,,,
8989440531,NY,PAS,3/18/23,70,2DSD,DODGE,T,20220818,90,90,90,375306,T301,N,0138P,,K,F,0,408,J3,,YYYYYYY,,,BL,,2016,,0,,,
9069693483,NY,PAS,8/4/23,21,SUBN,HONDA,T,20250221,83,83,83,358147,T301,C,0822A,,K,F,0,408,D1,,  Y  Y,0800A,0930A,GY,,2021,,0,,,
9056968567,NY,COM,6/9/23,20,VAN,GMC,T,88888888,52,52,52,367387,T201,Y,1033A,,BX,F,0,408,D,,YYYYYYY,,,WHITE,,2009,,0,,,
9023089479,NY,PAS,12/21/22,31,SUBN,ME/BE,T,20231225,6,6,6,363969,T102,R,0512P,,NY,O,0,408,L3,, YYYYY,0700A,0600P,BK,,2014,,0,,,
8864180590,NY,PAS,7/1/22,21,4DSD,CHRYS,T,20220815,107,107,107,366441,T402,S,1108A,,Q,F,0,408,D1,,     Y,1030A,1200A,BLACK,,2015,,0,,,
2009469483,IN,PAS,6/10/23,85,TRAC,VOLVO,S,0,41,41,0,0,BX02,,0350A,1240A,Bronx,O,0,408,k5,,,,,BL,,0,,0,,,
9026266418,NY,PAS,1/5/23,38,VAN,HONDA,T,20240718,66,66,66,359630,T302,I,1205P,,K,F,0,408,H1,, YYYYY,0900A,0700P,BK,,2022,321507,0,,,
4792805016,NY,PAS,8/15/22,36,4DSD,NISSA,V,0,,0,0,0,,,0531P,,QN,,0,1180,B,T,,,,GY,,2016,,0,,,
8714849823,NY,COM,10/9/22,20,DUMP,MITSU,T,20220930,88,88,88,370876,T301,F,1219P,,K,I,0,408,D,,YYYYYYY,,,WH,,2015,,0,,,
4856018838,NY,PAS,8/5/23,36,4DSD,HYUND,V,0,,0,0,0,,,0730P,,BX,,0,1180,B,T,,,,BR,,2014,,0,,,
5126908078,NY,PSD,4/14/23,7,DUMP,MACK,V,0,,0,0,0,,,1025P,,BK,,0,1111,D,T,,,,WH,,2018,,0,,,
9056179950,NY,PAS,6/1/23,71,4DSD,ME/BE,T,20250514,114,114,114,371159,T401,P,1011A,,Q,F,0,408,J6,,YYYYYYY,,,WH,,2020,,0,,,
9052550359,NY,COM,5/11/23,69,PICK,CHEVR,T,20231031,13,13,13,367370,T102,K,1007A,,NY,F,0,408,H1,, YYYYYY,0700A,0700P,WH,,2018,103979,0,,,
9015519705,NY,PAS,11/10/22,38,4DSD,ME/BE,T,20230908,26,26,26,372225,T103,L,0821P,,NY,O,0,408,H1,, YYYYY,0800A,1000P,GY,,2015,111015,0,,,
4834638200,NJ,PAS,4/5/23,36,UT,MAZDA,V,0,,0,0,0,,,1012P,,QN,,0,1180,B,T,,,,,,2017,,0,,,
9000086735,NY,PAS,7/18/22,21,SUBN,JEEP,T,20230409,90,90,90,363529,T301,I,0824A,,K,F,0,408,D1,, Y  Y,0800A,0930A,WH,,2015,,0,,,
4799928211,NY,PAS,9/9/22,36,SUBN,KIA,V,0,,0,0,0,,,0751P,,BK,,0,1180,B,T,,,,BL,,2020,,0,,,
4829468841,NY,PAS,3/1/23,36,4DSD,TOYOT,V,0,,0,0,0,,,0800P,,BX,,0,1180,B,T,,,,BL,,2004,,0,,,
5126890992,NY,OMT,4/14/23,7,SUBN,TOYOT,V,0,,0,0,0,,,1107P,,MN,,0,1111,D,T,,,,BK,,2014,,0,,,
4825371929,NY,PAS,2/3/23,36,SUBN,NISSA,V,0,,0,0,0,,,0617A,,MN,,0,1180,B,T,,,,GY,,2015,,0,,,
4816721472,NJ,PAS,12/11/22,36,UT,JEEP,V,0,,0,0,0,,,0915A,,BX,,0,1180,B,T,,,,,,2015,,0,,,
9011710733,GA,PAS,10/10/22,40,SUBN,HONDA,T,20221188,19,19,19,356262,T103,II,0957A,,NY,F,0,408,E2,,YYYYYYY,,,OTHER,,0,,0,,,
9040570085,NY,PAS,3/8/23,14,SUBN,TOYOT,T,20240719,110,110,110,349562,T401,M,0729A,,Q,F,0,408,C,,YYYYYYY,,,GY,,2013,,0,,,
9055983330,NY,PAS,6/9/23,70,SUBN,BMW,T,20230305,109,109,109,355216,T401,YA,1007A,,Q,F,0,408,J3,,YYYYYYY,,,WH,,2021,,0,,,
8964797504,GA,PAS,9/14/22,16,VAN,FORD,T,20228888,46,46,46,367360,T201,J,0329P,,BX,I,0,408,K2,, YYYYY,0600A,0600P,WHITE,,0,,0,,,
8892558924,NY,PAS,9/8/22,21,4DSD,TOYOT,T,20230506,108,108,108,365370,T401,I,0936A,,Q,F,0,408,D1,,    Y,0930A,1100A,GY,,1996,,0,,,
4830093560,NY,PAS,3/5/23,36,SUBN,LINCO,V,0,,0,0,0,,,0322A,,BX,,0,1180,B,T,,,,GL,,2007,,0,,,
4815179670,NY,SRF,12/2/22,36,SUBN,HONDA,V,0,,0,0,0,,,0245A,,BX,,0,1180,B,T,,,,BL,,2012,,0,,,
1477906903,NJ,PAS,4/17/23,78,P-U,DODGE,P,20240501,10,10,10,971030,10,0,1105P,,,F,0,408,K6,,BBBBBBB,ALL,ALL,WT,0,2022,-,0,,,
4831493272,NY,OMS,3/15/23,36,4DSD,FORD,V,0,,0,0,0,,,1246A,,QN,,0,1180,B,T,,,,BL,,2019,,0,,,
5124792176,NJ,PAS,12/5/22,7,SD,HONDA,V,0,,0,0,0,,,0342A,,BX,,0,1111,D,T,,,,,,2022,,0,,,
9042313468,NY,PAS,3/30/23,40,4DSD,SUBAR,T,20231003,68,68,68,357713,T302,Q,0924A,,K,F,0,408,E2,,YYYYYYY,,,GY,,2009,,0,,,
8909082598,MA,PAS,12/29/22,31,SUBN,DODGE,T,88880688,10,10,10,375318,T102,Q,0243P,,NY,F,0,408,L3,, YYYYY,0800A,0600P,WHITE,,0,,0,,,
5125417567,NY,PAS,1/15/23,7,4DSD,TOYOT,V,0,,0,0,0,,,0325P,,BK,,0,1111,D,T,,,,GY,,0,,0,,,
9056087721,NY,PAS,6/9/23,71,4DSD,MINI,T,20230510,71,71,71,362176,T302,Q,0828A,,K,F,0,408,J6,,YYYYYYY,,,BL,,2019,,0,,,
4849165163,NY,OMT,7/2/23,36,SUBN,TOYOT,V,0,,0,0,0,,,0552A,,BX,,0,1180,B,T,,,,BK,,2019,,0,,,
8987693132,NY,PAS,8/18/22,37,SUBN,TOYOT,T,20230720,90,90,90,374630,T301,O,0309P,0235P,K,F,0,408,H1,, YYYYYY,0800A,0700A,GY,,2020,304027,0,,,
9060901022,NY,OMT,6/24/23,38,SUBN,TOYOT,T,20240531,19,19,19,367977,T103,S,0158P,,NY,F,0,408,H1,,      Y,0900A,0700P,BK,,2020,113823,0,,,
4801312068,NJ,PAS,9/20/22,36,SD,HYUND,V,0,,0,0,0,,,1035P,,BK,,0,1180,B,T,,,,,,2019,,0,,,
8988910023,NY,OMT,4/25/23,46,4DSD,NISSA,T,20231231,90,90,90,376171,T301,Q,0556P,,K,O,0,408,F1,,YYYYYYY,,,GY,,2017,,0,,,
4815304439,NY,PAS,12/2/22,36,PICK,DODGE,V,0,,0,0,0,,,1235P,,QN,,0,1180,B,T,,,,GY,,2005,,0,,,
9003412947,NY,PAS,8/12/22,70,4DSD,HONDA,T,20220807,114,114,114,370799,T401,I,0945A,,Q,I,0,408,J3,,YYYYYYY,,,GY,,2013,,0,,,
4027264514,NY,PAS,11/7/22,5,2DSD,AUDI,V,0,,0,0,0,,,0437P,,BX,,0,1111,C,T,,,,WH,,2014,,0,,,
4828350998,NY,PAS,2/22/23,36,SUBN,FORD,V,0,,0,0,0,,,1120A,,QN,,0,1180,B,T,,,,WH,,2012,,0,,,
9027085912,NY,PAS,1/11/23,38,4DSD,TOYOT,T,20240703,48,48,48,373136,T201,W,1129A,,BX,I,0,408,H1,, YYYYYY,0830A,0700P,GY,,2014,212958,0,,,
4825140658,NY,PAS,1/30/23,36,4DSD,HYUND,V,0,,0,0,0,,,0744A,,ST,,0,1180,B,T,,,,GY,,2021,,0,,,
4026716880,NJ,PAS,10/6/22,5,CP,BMW,V,0,,0,0,0,,,0429P,,QN,,0,1111,C,T,,,,,,2021,,0,,,
4856479039,NY,PAS,8/8/23,36,4DSD,BMW,V,0,,0,0,0,,,0813P,,QN,,0,1180,B,T,,,,WH,,2007,,0,,,
4817806760,VA,PAS,12/18/22,36,SU,CHEVR,V,0,,0,0,0,,,0300P,,BK,,0,1180,B,T,,,,WHI,,2016,,0,,,
9064558474,PA,PAS,7/20/23,16,4DSD,BMW,T,20238888,33,33,33,366498,T103,FF,0223P,,NY,O,0,408,K2,, YYYYY,0700A,0700P,BLACK,,0,,0,,,
9054396489,NY,PAS,5/17/23,74,CONV,PORSC,T,20250509,1,1,1,364011,T105,H,0905P,,NY,F,0,408,J2,,YYYYYYY,,,RD,,1997,,0,,,
9031820635,NY,PAS,2/3/23,21,2DSD,HYUND,T,20230117,114,114,114,365889,T401,E,1142A,,Q,I,0,408,D1,,  Y  Y,1130A,0100P,GY,,2016,,0,,,
2013625017,NC,PAS,8/28/23,21,4DSD,CHEVR,S,20230930,75,75,0,587112,SI03,,0808A,0,Kings,O,0,408,d1,,Y   Y,0800A,0930A,GY,,0,,0,,,
4835056668,NY,COM,4/7/23,36,VAN,FORD,V,0,,0,0,0,,,0534P,,QN,,0,1180,B,T,,,,WH,,2006,,0,,,
1490259922,NY,999,12/15/22,74,MC,YAMAH,P,20230430,102,102,102,950393,102,0,1042A,,Q,F,0,408,C,,BBBBBBB,ALL,ALL,BK,0,2004,-,0,,,
4845912314,NY,PAS,6/10/23,36,4DSD,ME/BE,V,0,,0,0,0,,,0355P,,ST,,0,1180,B,T,,,,BK,,2023,,0,,,
9033531630,CT,PAS,2/9/23,38,4DSD,HONDA,T,20238888,109,109,109,354002,T401,G,1159A,,Q,F,0,408,H1,, YYYYYY,0700A,1000P,RED,,0,434252,0,,,
8844542754,NY,COM,6/29/22,69,VAN,FRUEH,T,88888888,6,6,6,372256,T105,I,0417P,,NY,F,0,408,H1,, YYYYY,0700A,0600P,BROWN,,2016,101392,0,,,
4822676407,NY,PAS,1/15/23,36,SUBN,TOYOT,V,0,,0,0,0,,,0233P,,BX,,0,1180,B,T,,,,BR,,2012,,0,,,
4837736660,NJ,PAS,4/20/23,36,SD,NISSA,V,0,,0,0,0,,,0112P,,BK,,0,1180,B,T,,,,,,2022,,0,,,
4825849453,CT,PAS,2/5/23,36,UT,LEXUS,V,0,,0,0,0,,,0851A,,MN,,0,1180,B,T,,,,,,2015,,0,,,
8986111482,NY,PAS,5/4/23,40,SUBN,HONDA,T,20240624,110,110,110,341274,T401,M,0643A,,Q,F,0,408,E2,,YYYYYYY,,,WH,,2022,,0,,,
8866425291,NY,PAS,10/26/22,71,4DSD,ALFAR,T,20230812,44,44,44,374626,T201,M,1228P,,BX,F,0,408,J6,,YYYYYYY,,,BL,,2018,,0,,,
4822808257,NY,PAS,1/16/23,36,PICK,GMC,V,0,,0,0,0,,,1250P,,QN,,0,1180,B,T,,,,BK,,2014,,0,,,
4820576653,CT,PAS,1/1/23,36,UT,MAZDA,V,0,,0,0,0,,,0440P,,QN,,0,1180,B,T,,,,,,2011,,0,,,
9050213145,CT,PAS,5/3/23,17,4DSD,HONDA,T,20238888,32,32,32,347593,T103,A,0718A,,NY,O,0,408,C4,,SCHOOL,0700A,0400P,SILVE,,0,,0,,,
2012032254,NY,PAS,5/19/23,21,4DSD,ME/BE,S,20240909,67,67,0,692868,KN17,,0104A,0,Kings,F,0,408,d1,, Y  Y,1200A,0300A,BL,,1990,,0,,,
2007406275,NY,PAS,8/26/22,21,4DSD,NISSA,S,20230522,110,110,0,612572,QW04,,0838A,0,Qns,O,0,408,d1,,,0830A,0900A,GY,,2007,,0,,,
5123962440,NY,PAS,10/18/22,7,SUBN,NISSA,V,0,,0,0,0,,,0927A,,BK,,0,1111,D,T,,,,WH,,2015,,0,,,
9008880209,NY,COM,9/16/22,14,VAN,FRUEH,T,88888888,1,1,1,368536,T105,F,1000A,,NY,F,0,408,C,,YYYYYYY,,,WHITE,,2006,,0,,,
2013458915,IL,PAS,8/15/23,85,SEMI,WABA,S,0,49,49,0,0,BX11,,1145A,0830A,Bronx,O,20230815,408,k5,,,,,WH,,0,,0,,,
9025636950,NY,OMT,1/3/23,14,4DSD,NISSA,T,20230930,102,102,102,363517,T402,B,0715A,,Q,O,0,408,C,,SCHOOL,0700A,0400P,BK,,2015,,0,,,
4799063303,NY,ORG,9/9/22,36,SUBN,SUBAR,V,0,,0,0,0,,,0503A,,QN,,0,1180,B,T,,,,BL,,2006,,0,,,
9059537476,NY,PAS,6/1/23,70,SUBN,TOYOT,T,20230216,71,71,71,355542,T302,M,1117A,,K,F,0,408,J3,,YYYYYYY,,,GR,,2011,,0,,,
5124108952,NY,PAS,10/26/22,7,SUBN,TOYOT,V,0,,0,0,0,,,0729P,,BK,,0,1111,D,T,,,,BK,,2014,,0,,,
9048412778,NY,PAS,5/9/23,14,2DSD,TOYOT,T,20231116,24,24,24,373107,T103,AA,0820A,,NY,F,0,408,C,, YYYYY,0700A,1000A,GY,,2010,,0,,,
4786814209,NY,PAS,7/13/22,36,4DSD,ME/BE,V,0,,0,0,0,,,1214P,,BK,,0,1180,B,T,,,,WH,,2016,,0,,,
4838850219,NY,PAS,5/1/23,36,4DSD,NISSA,V,0,,0,0,0,,,0701P,,QN,,0,1180,B,T,,,,GY,,2008,,0,,,
4818251768,NJ,PAS,12/20/22,36,UT,HONDA,V,0,,0,0,0,,,0319P,,MN,,0,1180,B,T,,,,,,2006,,0,,,
8906393477,NY,PAS,9/19/22,71,SUBN,GMC,T,20220604,121,121,121,368599,T303,E,0147P,,R,F,0,408,J6,,YYYYYYY,,,RD,,2003,,0,,,
2012532858,NY,PAS,6/20/23,21,SUBN,JEEP,S,0,73,73,0,596638,KN16,,0859A,0,Kings,O,0,408,d1,, Y  Y,0800A,0930A,GY,,0,,0,,,
9015966242,NY,PAS,11/14/22,37,SUBN,HONDA,T,20230326,110,110,110,353101,T401,H,0230P,0208P,Q,F,0,408,H1,, YYYYYY,0830A,0700P,GY,,2019,464134,0,,,
8820046647,NY,PAS,9/14/22,21,SUBN,VOLKS,T,20231028,70,70,70,368479,T302,C,1035A,,K,F,0,408,D1,,   Y,0930A,1100A,GR,,2019,,0,,,
9008341657,NY,COM,9/8/22,78,DELV,MITSU,T,20221231,71,71,71,367860,MTTF,E,0952P,,K,O,0,408,K6,,YYYYYYY,0900P,0500A,WH,,2012,,0,,,
8964355520,NY,PAS,3/26/23,51,SUBN,CHEVR,T,20230917,52,52,52,374554,T201,S,0132P,,BX,F,0,408,E3,,YYYYYYY,,,BK,,2021,,0,,,
4834029256,NY,PAS,3/29/23,36,4DSD,NISSA,V,0,,0,0,0,,,0524P,,ST,,0,1180,B,T,,,,WH,,2020,,0,,,
9052882990,CO,PAS,5/24/23,40,SUBN,HONDA,T,20238888,6,6,6,367948,T102,K,1003A,,NY,F,0,408,E2,,YYYYYYY,,,GREY,,0,,0,,,
4833077280,NY,PAS,3/26/23,36,4DSD,NISSA,V,0,,0,0,0,,,1123A,,QN,,0,1180,B,T,,,,GY,,2014,,0,,,
5126550366,NY,PSD,3/28/23,7,SUBN,FORD,V,0,,0,0,0,,,0853A,,BK,,0,1111,D,T,,,,WH,,2013,,0,,,
4851286223,NY,PAS,7/9/23,36,PICK,GMC,V,0,,0,0,0,,,0219P,,QN,,0,1180,B,T,,,,WH,,2022,,0,,,
9050165485,NY,PAS,4/22/23,38,CONV,MAZDA,T,20230809,6,6,6,376158,T105,E,1224P,,NY,F,0,408,H1,,      Y,0900A,0700P,BL,,2018,103887,0,,,
4821214532,NY,PAS,1/6/23,36,SUBN,FORD,V,0,,0,0,0,,,0217P,,BX,,0,1180,B,T,,,,BK,,2014,,0,,,
9020356460,NY,PAS,11/29/22,21,2DSD,BMW,T,20240914,7,7,7,373199,T105,D,0906A,,NY,F,0,408,D1,,  Y  Y,0900A,1030A,WH,,1986,,0,,,
4801977741,NJ,PAS,9/20/22,36,SD,HONDA,V,0,,0,0,0,,,0301P,,BX,,0,1180,B,T,,,,,,2016,,0,,,
4803562362,NY,PAS,9/28/22,36,SUBN,ROVER,V,0,,0,0,0,,,0159A,,MN,,0,1180,B,T,,,,BK,,2021,,0,,,
8568531507,PA,PAS,2/1/23,19,SUBN,FORD,T,88888888,19,19,19,371761,T103,FF,0205P,,NY,F,0,408,C3,,YYYYYYY,,,WHITE,,0,,0,,,
5121453530,FL,PAS,6/14/22,7,4D,HONDA,V,0,,0,0,0,,,0135P,,BX,,0,1111,D,T,,,,BLK,,2020,,0,,,
2009449540,NY,PAS,12/23/22,21,SUBN,HONDA,S,20240123,104,104,0,0,QW02,,0853A,0,Qns,F,0,408,d1,, Y  Y,0830A,1000A,LTBL,,2016,,0,,,
5121860353,NY,OMT,7/1/22,7,4DSD,TOYOT,V,0,,0,0,0,,,0610P,,BK,,0,1111,D,T,,,,BK,,2014,,0,,,
4805281728,NJ,PAS,10/9/22,36,SD,ME/BE,V,0,,0,0,0,,,0550P,,QN,,0,1180,B,T,,,,,,2017,,0,,,
8889794811,NY,PAS,11/9/22,14,4DSD,TOYOT,T,20240421,104,104,104,345475,T402,L,0738A,,Q,F,0,408,C,,YYYYYYY,,,GL,,2007,,0,,,
4844699600,NY,PAS,6/5/23,36,SUBN,NISSA,V,0,,0,0,0,,,0313P,,BX,,0,1180,B,T,,,,WH,,2018,,0,,,
9039822530,NY,PAS,3/12/23,14,4DSD,HYUND,T,20241013,113,113,113,372277,T402,P,0257P,,Q,O,0,408,C,,YYYYYYY,,,BK,,2023,,0,,,
9034996499,NY,PAS,2/26/23,40,SUBN,HONDA,T,20230608,105,105,105,370818,T402,Y,0307P,,Q,O,0,408,E2,,YYYYYYY,,,GY,,2018,,5,,,
2009922906,PA,PAS,4/28/23,21,2DSD,HONDA,S,0,52,52,0,558998,BX03,,0954A,0,Bronx,F,0,408,d1,, Y  Y,0930A,1100A,BK,,0,,0,,,
4029334763,NJ,PAS,3/21/23,5,SD,HONDA,V,0,,0,0,0,,,0835A,,MN,,0,1111,C,T,,,,,,2015,,0,,,
4852104104,NY,PAS,7/16/23,36,4DSD,ME/BE,V,0,,0,0,0,,,0756A,,QN,,0,1180,B,T,,,,GY,,2015,,0,,,
9021649883,WI,PAS,2/7/23,19,TRAC,FRUEH,T,20238888,14,14,14,364007,T106,O,0216P,,NY,F,0,408,C3,,YYYYYYY,,,WHITE,,0,,0,,,
8887512425,NY,PAS,5/16/23,74,SUBN,CHEVR,T,20230418,104,104,104,376161,T402,J,0438P,,Q,O,0,408,J2,,YYYYYYY,,,BK,,2013,,0,,,
9062164390,NY,PAS,7/11/23,46,SUBN,HONDA,T,20230801,101,101,101,373133,T402,R,0212P,,Q,I,0,408,F1,,YYYYYYY,,,GY,,2022,,0,,,
9017292210,NY,PAS,11/14/22,38,4DSD,HYUND,T,20240819,103,103,103,353158,T402,G,0148P,,Q,F,0,408,H1,, YYYYY,0900A,0700P,GY,,2022,425776,0,,,
9024595216,NY,PAS,12/21/22,38,4DSD,HYUND,T,20240928,33,33,33,367975,T103,JJ,0150P,,NY,F,0,408,H1,, YYYYYY,0930A,0700P,GY,,2020,111280,0,,,
8983097681,PA,PAS,3/4/23,19,4DSD,CHEVR,T,20238888,67,67,67,356170,T302,J,1154A,,K,F,0,408,C3,,YYYYYYY,,,SILVE,,0,,0,,,
4030254913,NY,PAS,5/11/23,5,4DSD,VOLKS,V,0,,0,0,0,,,0643P,,BK,,0,1111,C,T,,,,LTGY,,2014,,0,,,
9004119760,NY,OMS,8/23/22,71,4DSD,HONDA,T,20230930,26,26,26,362545,T103,M,0419P,,NY,I,0,408,J6,,YYYYYYY,,,GY,,2021,,0,,,
5127883144,NJ,PAS,5/30/23,7,PV,TOYOT,V,0,,0,0,0,,,0535P,,BK,,0,1111,D,T,,,,,,2017,,0,,,
9011378507,CT,PAS,10/14/22,21,SUBN,CADIL,T,88888888,113,113,113,353438,T402,L,0914A,,Q,F,0,408,D1,, YYYYYY,0900A,0930A,BLACK,,0,,0,,,
1488277734,NY,PAS,8/16/22,74,SDN,MITSU,P,20220723,60,60,0,973703,FT11,0,1200A,1200A,K,F,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2015,-,0,,,
8959640682,NY,PAS,3/26/23,20,SUBN,NISSA,T,20240710,49,49,49,374567,T201,C,1142A,,BX,O,0,408,D,,YYYYYYY,,,BK,,2019,,0,,,
4853902454,NY,PAS,7/23/23,36,4DSD,ACURA,V,0,,0,0,0,,,0521A,,QN,,0,1180,B,T,,,,WH,,2023,,0,,,
4786585403,NY,PAS,7/12/22,36,SUBN,HONDA,V,0,,0,0,0,,,0844A,,QN,,0,1180,B,T,,,,GY,,2022,,0,,,
9056707346,NY,PAS,6/3/23,16,SUBN,DODGE,T,20240524,103,103,103,365344,T402,C,0829A,,Q,I,0,408,K2,, YYYYYY,0600A,0900A,RD,,2018,,0,,,
9065272665,CA,PAS,7/15/23,38,SUBN,AUDI,T,20231188,6,6,6,373277,T102,T,0254P,,NY,F,0,408,H1,, YYYYYY,0700A,1100P,BLACK,,0,102006,0,,,
4841366167,NY,SRF,5/16/23,36,CONV,ME/BE,V,0,,0,0,0,,,0656P,,QN,,0,1180,B,T,,,,GY,,2007,,0,,,
8901942082,NY,PAS,11/10/22,40,SUBN,FORD,T,20231208,78,78,78,355667,T302,C,0211P,,K,F,0,408,E2,,YYYYYYY,,,WH,,2016,,0,,,
4786775824,NY,PAS,7/13/22,36,SUBN,TOYOT,V,0,,0,0,0,,,0756A,,BX,,0,1180,B,T,,,,BLGR,,2018,,0,,,
8904044285,IN,PAS,11/8/22,40,4DSD,ME/BE,T,20210788,102,102,102,370821,T402,J,0228P,,Q,F,0,408,E2,,YYYYYYY,,,WHITE,,0,,0,,,
9064512632,NJ,PAS,7/10/23,17,4DSD,BMW,T,88888888,10,10,10,330487,T501,B,0534P,,NY,F,0,408,C4,,YYYYYYY,,,BLUE,,0,,0,,,
8886378890,NY,COM,7/19/22,46,VAN,FORD,T,88888888,108,108,108,373270,T401,P,1047A,,Q,F,0,408,F1,,YYYYYYY,,,BROWN,,2018,,0,,,
4832843850,NY,PAS,3/22/23,36,SEDN,HONDA,V,0,,0,0,0,,,0900P,,MN,,0,1180,B,T,,,,WH,,2021,,0,,,
8933314015,NY,PAS,7/21/22,46,SUBN,SUBAR,T,20220719,77,77,77,371228,T301,S,0252P,,K,O,0,408,F1,,YYYYYYY,,,GY,,2016,,0,,,
4801258785,NY,COM,9/20/22,36,UTIL,FORD,V,0,,0,0,0,,,0618A,,QN,,0,1180,B,T,,,,WH,,2022,,0,,,
9055118102,PA,PAS,5/31/23,16,2DSD,AUDI,T,88888888,78,78,78,358842,T302,E,0120P,,K,O,0,408,K2,, YYYYY,0800A,0400P,BLACK,,0,,0,,,
9050498528,NY,PAS,5/13/23,40,4DSD,HONDA,T,20240310,110,110,110,355249,T401,L,0548A,,Q,F,0,408,E2,,YYYYYYY,,,GY,,2010,,0,,,
4806521668,NY,COM,10/13/22,36,VAN,RAM,V,0,,0,0,0,,,0518A,,BK,,0,1180,B,T,,,,WH,,2017,,0,,,
9039039136,NY,COM,3/28/23,71,VAN,FRUEH,T,20220430,1,1,1,369646,T105,H,1238P,,NY,F,0,408,J6,,YYYYYYY,,,RD,,2017,,0,,,
8820377822,NY,COM,1/12/23,42,VAN,HONDA,T,20240929,18,18,18,363972,T106,L,0248P,0222P,NY,I,0,408,H1,, YYYYY,0700A,0600P,GY,,2006,102091,0,,,
4803789022,NY,PAS,10/2/22,36,4DSD,TOYOT,V,0,,0,0,0,,,0426A,,QN,,0,1180,B,T,,,,TN,,2004,,0,,,
9008520631,NY,COM,9/15/22,46,DELV,FORD,T,20230131,9,9,9,370247,T102,H,1228P,,NY,I,0,408,F1,,YYYYYYY,,,WH,,2015,,0,,,
4852838215,NY,PAS,7/18/23,36,4DSD,HONDA,V,0,,0,0,0,,,0617P,,QN,,0,1180,B,T,,,,WH,,2017,,0,,,
4840292802,NY,PAS,5/7/23,36,SUBN,AUDI,V,0,,0,0,0,,,1201A,,QN,,0,1180,B,T,,,,BL,,2021,,0,,,
8810880225,CA,PAS,7/13/22,38,VAN,ME/BE,T,88888888,7,7,7,366493,T105,E,0242P,,NY,O,0,408,H1,, YYYYYY,0900A,1200A,GREY,,0,107012,0,,,
9053871652,NY,COM,5/18/23,69,VAN,FORD,T,20240331,19,19,19,338894,T103,O,1118A,,NY,F,0,408,H1,, YYYYYY,0800A,0700P,WH,,2015,101521,0,,,
8932016173,NY,COM,7/12/22,69,SUBN,FORD,T,20230430,14,14,14,367889,T106,C,1118A,,NY,O,0,408,H1,, YYYYY,0700A,0600P,WH,,2019,104185,0,,,
9058130393,NY,COM,6/2/23,82,VAN,FORD,T,20240131,14,14,14,356484,T106,M,1049A,,NY,O,0,408,K1,,YYYYYYY,,,GY,,2021,,0,,,
8911949498,NJ,PAS,12/30/22,48,DELV,FORD,T,88888888,9,9,9,373094,T102,I,1100A,,NY,F,0,408,E9,,YYYYYYY,,,WHITE,,0,,0,,,
9069581309,NY,COM,8/7/23,10,DELV,INTER,T,20240531,1,1,1,370243,T105,J,0129P,,NY,F,0,408,B,,YYYYYYY,,,WH,,2018,,0,,,
4846352559,NY,PAS,6/16/23,36,SUBN,HONDA,V,0,,0,0,0,,,0401P,,ST,,0,1180,B,T,,,,BL,,2010,,0,,,
9019942130,NY,PAS,11/22/22,40,4DSD,NISSA,T,20230211,48,48,48,358865,T801,A,0910P,,BX,F,0,408,E2,,YYYYYYY,,,BL,,2012,,5,,,
